reservation_id,listing_id,listing_name,total_revenue,billable_amount,rental_amount,bedrooms,owner_stay,booked_at,lead_time,checkin_date,stay_length,adr,guests,status,currency,is_managed_account_valid
126802892,3960388,Ocean Reef #518,251.00,609.20,251.00,3,No,2026-03-30T23:44:43+00:00,19,2026-04-18,2,125.50,0,accepted,USD,Yes
126802853,3960361,Emerald Pointe #3B,688.00,805.28,688.00,2,No,2026-03-30T23:23:18+00:00,52,2026-05-21,3,229.33,0,accepted,USD,Yes
126802915,3960392,Prince Resort 1205,646.00,824.72,646.00,3,No,2026-03-30T22:47:57+00:00,4,2026-04-03,2,323.00,0,accepted,USD,Yes
126802922,3960393,Robbers Roost Villas 909,373.00,623.61,373.00,2,No,2026-03-30T19:04:31+00:00,3,2026-04-02,4,93.25,0,accepted,USD,Yes
126802932,3960398,Sand Dunes Resort 2527,116.00,274.04,116.00,1,No,2026-03-30T18:03:18+00:00,7,2026-04-06,3,38.67,0,accepted,USD,Yes
126802817,3960350,Coconut Grove #204,1519.00,1697.60,1519.00,6,No,2026-03-30T17:08:17+00:00,68,2026-06-06,3,506.33,0,accepted,USD,Yes
126802855,3960361,Emerald Pointe #3B,232.00,419.96,232.00,2,No,2026-03-30T16:45:26+00:00,17,2026-04-16,3,77.33,0,accepted,USD,Yes
126802868,3960372,Kingston - Arrow Head Court Unit #215,398.00,560.23,398.00,2,No,2026-03-30T12:12:14+00:00,33,2026-05-02,4,99.50,0,accepted,USD,Yes
126705637,3960381,MB Resort 4216,1154.00,1199.05,1154.00,2,No,2026-03-30T02:30:45+00:00,95,2026-07-03,5,230.80,0,accepted,USD,Yes
126705516,3960325,A Place at the Beach #3G,220.00,409.82,220.00,2,No,2026-03-30T02:15:52+00:00,4,2026-04-03,2,110.00,0,accepted,USD,Yes
126705630,3960379,Madison Drive 4BR Beach House,881.00,1090.89,881.00,4,No,2026-03-30T01:05:32+00:00,18,2026-04-17,3,293.67,0,accepted,USD,Yes
126705596,3960350,Coconut Grove #204,0.00,0.00,0.00,6,No,2026-03-30T00:27:00+00:00,94,2026-07-02,3,0.00,0,canceled,USD,Yes
126705668,3960394,Sanabel Towers #303,319.00,493.48,319.00,2,No,2026-03-29T19:21:50+00:00,19,2026-04-17,3,106.33,0,accepted,USD,Yes
126705600,3960352,Covewind 1518,630.00,840.77,630.00,4,No,2026-03-29T09:47:05+00:00,24,2026-04-22,4,157.50,0,accepted,USD,Yes
126705544,3960337,Barefoot #811 Ironwood,104.00,386.94,104.00,2,No,2026-03-29T05:22:21+00:00,1,2026-03-30,2,52.00,0,accepted,USD,Yes
126649486,3960390,Ocean villas #G2,1517.00,1517.00,1517.00,2,No,2026-03-29T04:23:32+00:00,119,2026-07-26,7,216.71,0,accepted,USD,Yes
126649395,3960332,Barefoot #1532 Willow Bend,1531.00,1531.00,1531.00,2,No,2026-03-29T02:13:11+00:00,101,2026-07-08,9,170.11,0,accepted,USD,Yes
126649451,3960364,Grande Cayman Resort #1253,810.00,810.00,810.00,3,No,2026-03-29T01:28:52+00:00,0,2026-03-29,4,202.50,0,accepted,USD,Yes
126649407,3960350,Coconut Grove #204,1210.00,1436.50,1210.00,6,No,2026-03-29T00:32:50+00:00,40,2026-05-08,3,403.33,0,accepted,USD,Yes
126649405,3960346,Brigadune 14a,2000.00,2000.00,2000.00,3,No,2026-03-28T23:14:56+00:00,77,2026-06-13,5,400.00,0,accepted,USD,Yes
126649463,3960373,Luster Leaf 104,491.00,723.32,491.00,3,No,2026-03-28T23:09:29+00:00,29,2026-04-26,6,81.83,0,accepted,USD,Yes
126649412,3960355,Covewind 1535,1948.00,1954.48,1948.00,4,No,2026-03-28T22:44:05+00:00,103,2026-07-09,4,487.00,0,accepted,USD,Yes
126649505,3960398,Sand Dunes Resort 2527,355.00,507.00,355.00,1,No,2026-03-28T18:59:04+00:00,12,2026-04-09,3,118.33,0,accepted,USD,Yes
126649464,3960373,Luster Leaf 104,526.00,752.89,526.00,3,No,2026-03-28T15:38:59+00:00,39,2026-05-06,4,131.50,0,accepted,USD,Yes
126649459,3960372,Kingston - Arrow Head Court Unit #215,403.00,564.46,403.00,2,No,2026-03-28T13:54:00+00:00,26,2026-04-23,4,100.75,0,accepted,USD,Yes
126570934,3960355,Covewind 1535,454.00,692.05,454.00,4,No,2026-03-28T02:12:06+00:00,18,2026-04-15,4,113.50,0,accepted,USD,Yes
126570853,3960350,Coconut Grove #204,3697.00,3697.00,3697.00,6,No,2026-03-27T16:33:32+00:00,100,2026-07-05,7,528.14,0,accepted,USD,Yes
126570832,3960346,Brigadune 14a,2121.00,2614.92,2121.00,3,No,2026-03-27T03:56:20+00:00,134,2026-08-08,7,303.00,0,accepted,USD,Yes
126570936,3960355,Covewind 1535,0.00,0.00,0.00,4,No,2026-03-27T02:55:18+00:00,90,2026-06-25,5,0.00,0,canceled,USD,Yes
126571011,3960372,Kingston - Arrow Head Court Unit #215,126.00,330.39,126.00,2,No,2026-03-27T01:11:19+00:00,0,2026-03-27,2,63.00,0,accepted,USD,Yes
126483631,3960350,Coconut Grove #204,3321.00,3321.00,3321.00,6,No,2026-03-27T00:57:55+00:00,108,2026-07-13,5,664.20,0,accepted,USD,Yes
126483755,3960355,Covewind 1535,1222.00,1341.01,1222.00,4,No,2026-03-27T00:54:12+00:00,59,2026-05-25,5,244.40,0,accepted,USD,Yes
126483919,3960383,Monterey Bay #1205,459.00,607.85,459.00,1,No,2026-03-26T22:13:36+00:00,2,2026-03-28,6,76.50,0,canceled,USD,Yes
126483809,3960366,Hillside Beach House,350.00,604.17,350.00,3,No,2026-03-26T22:02:59+00:00,15,2026-04-10,2,175.00,0,accepted,USD,Yes
126483903,3960381,MB Resort 4216,656.00,778.24,656.00,2,No,2026-03-26T15:32:45+00:00,57,2026-05-22,3,218.67,0,accepted,USD,Yes
126483922,3960383,Monterey Bay #1205,515.00,655.17,515.00,1,No,2026-03-26T15:10:52+00:00,8,2026-04-03,5,103.00,0,accepted,USD,Yes
126483597,3960348,Caravelle Resort #125,221.00,364.19,221.00,1,No,2026-03-26T14:01:45+00:00,0,2026-03-26,4,55.25,0,accepted,USD,Yes
126483811,3960366,Hillside Beach House,905.00,1073.15,905.00,3,No,2026-03-26T03:54:00+00:00,9,2026-04-04,5,181.00,0,accepted,USD,Yes
126483784,3960361,Emerald Pointe #3B,402.00,563.61,402.00,2,No,2026-03-26T02:18:08+00:00,5,2026-03-31,4,100.50,0,accepted,USD,Yes
126483933,3960388,Ocean Reef #518,1756.00,1762.67,1756.00,3,No,2026-03-26T01:23:23+00:00,11,2026-04-06,6,292.67,0,accepted,USD,Yes
126483737,3960353,Covewind 1522,892.00,1062.16,892.00,4,No,2026-03-26T00:41:11+00:00,7,2026-04-02,4,223.00,0,accepted,USD,Yes
126483015,3960336,Barefoot #731 Willow Bend,171.90,513.56,171.90,3,No,2026-03-26T00:00:00+00:00,16,2026-04-11,2,85.95,0,accepted,USD,Yes
126483603,3960348,Caravelle Resort #125,357.00,479.11,357.00,1,No,2026-03-25T21:30:03+00:00,8,2026-04-02,4,89.25,0,accepted,USD,Yes
126258521,3960340,Beach Cove #507,321.00,478.27,321.00,1,No,2026-03-25T17:30:41+00:00,4,2026-03-29,4,80.25,0,accepted,USD,Yes
126258613,3960350,Coconut Grove #204,1403.00,1599.58,1403.00,6,No,2026-03-25T15:37:48+00:00,4,2026-03-29,6,233.83,0,accepted,USD,Yes
126258095,3960323,A Place at the Beach #123,543.00,682.76,543.00,2,No,2026-03-25T02:06:20+00:00,2,2026-03-27,7,77.57,0,accepted,USD,Yes
126239532,3960405,Tilgham #241,430.00,642.20,430.00,3,No,2026-03-24T21:44:30+00:00,9,2026-04-02,3,143.33,0,accepted,USD,Yes
126258452,3960338,Beach Club II 4E,1077.00,1218.49,1077.00,4,No,2026-03-24T20:04:24+00:00,10,2026-04-03,3,359.00,0,accepted,USD,Yes
126258896,3960372,Kingston - Arrow Head Court Unit #215,0.00,0.00,0.00,2,No,2026-03-24T18:03:57+00:00,21,2026-04-14,9,0.00,0,canceled,USD,Yes
126029969,3960350,Coconut Grove #204,1368.00,1570.01,1368.00,6,No,2026-03-24T17:33:27+00:00,17,2026-04-10,7,195.43,0,accepted,USD,Yes
126029449,3960338,Beach Club II 4E,997.00,1428.86,997.00,4,No,2026-03-24T16:35:34+00:00,16,2026-04-09,3,332.33,0,accepted,USD,Yes
126029228,3960334,Barefoot #1635 Havens,524.00,721.63,524.00,3,No,2026-03-24T16:16:22+00:00,16,2026-04-09,3,174.67,0,accepted,USD,Yes
126015857,3960394,Sanabel Towers #303,724.00,835.70,724.00,2,No,2026-03-24T16:14:23+00:00,15,2026-04-08,4,181.00,0,accepted,USD,Yes
125996530,3960350,Coconut Grove #204,1766.00,1906.32,1766.00,6,No,2026-03-24T02:45:13+00:00,66,2026-05-29,5,353.20,0,accepted,USD,Yes
125997010,3960391,Palms Resort #902,3548.00,3548.00,3548.00,3,No,2026-03-24T02:10:21+00:00,88,2026-06-20,6,591.33,0,accepted,USD,Yes
125996596,3960355,Covewind 1535,2078.00,2078.00,2078.00,4,No,2026-03-24T01:31:05+00:00,87,2026-06-19,5,415.60,0,accepted,USD,Yes
125996408,3960339,Beach Cove #412,256.00,423.34,256.00,1,No,2026-03-23T23:10:51+00:00,11,2026-04-03,2,128.00,0,accepted,USD,Yes
125997015,3960391,Palms Resort #902,3637.00,3637.00,3637.00,3,No,2026-03-23T22:24:23+00:00,75,2026-06-06,8,454.63,0,accepted,USD,Yes
125996411,3960339,Beach Cove #412,0.00,0.00,0.00,1,No,2026-03-23T22:15:21+00:00,10,2026-04-02,3,0.00,0,canceled,USD,Yes
125996771,3960372,Kingston - Arrow Head Court Unit #215,1016.00,1082.44,1016.00,2,No,2026-03-23T20:43:06+00:00,90,2026-06-21,4,254.00,0,accepted,USD,Yes
126015868,3960394,Sanabel Towers #303,478.00,627.83,478.00,2,No,2026-03-23T19:52:19+00:00,12,2026-04-04,3,159.33,0,accepted,USD,Yes
125996535,3960350,Coconut Grove #204,686.00,993.72,686.00,6,No,2026-03-23T18:31:55+00:00,28,2026-04-20,4,171.50,0,accepted,USD,Yes
125996538,3960350,Coconut Grove #204,2607.00,2616.96,2607.00,6,No,2026-03-23T18:07:01+00:00,78,2026-06-09,5,521.40,0,accepted,USD,Yes
126016075,3960405,Tilgham #241,345.00,570.37,345.00,3,No,2026-03-23T17:47:45+00:00,7,2026-03-30,3,115.00,0,accepted,USD,Yes
125996540,3960350,Coconut Grove #204,2396.00,2438.67,2396.00,6,No,2026-03-23T17:43:21+00:00,61,2026-05-23,6,399.33,0,accepted,USD,Yes
126015934,3960369,Holiday Pavilion #210,334.00,489.25,334.00,1,No,2026-03-23T17:42:43+00:00,2,2026-03-25,5,66.80,0,accepted,USD,Yes
125996376,3960337,Barefoot #811 Ironwood,315.00,608.33,315.00,2,No,2026-03-23T14:24:05+00:00,12,2026-04-04,5,63.00,0,accepted,USD,Yes
125628544,3960350,Coconut Grove #204,1872.00,1995.89,1872.00,6,No,2026-03-23T04:53:26+00:00,53,2026-05-15,5,374.40,0,accepted,USD,Yes
125628604,3960353,Covewind 1522,1236.00,1708.24,1236.00,4,No,2026-03-23T02:02:20+00:00,50,2026-05-12,5,247.20,0,accepted,USD,Yes
125628980,3960391,Palms Resort #902,2218.00,2218.00,2218.00,3,No,2026-03-22T21:52:57+00:00,15,2026-04-06,6,369.67,0,accepted,USD,Yes
125628768,3960372,Kingston - Arrow Head Court Unit #215,482.00,631.21,482.00,2,No,2026-03-22T19:44:11+00:00,14,2026-04-05,4,120.50,0,accepted,USD,Yes
125628347,3960340,Beach Cove #507,384.00,509.80,384.00,1,No,2026-03-22T18:38:43+00:00,12,2026-04-03,4,96.00,0,accepted,USD,Yes
125628983,3960391,Palms Resort #902,906.00,1044.42,906.00,3,No,2026-03-22T13:52:21+00:00,11,2026-04-02,3,302.00,0,accepted,USD,Yes
125266975,3960394,Sanabel Towers #303,0.00,0.00,0.00,2,No,2026-03-22T02:18:22+00:00,15,2026-04-06,5,0.00,0,canceled,USD,Yes
125265986,3960328,Barefoot #1222 Havens,352.00,521.36,352.00,2,No,2026-03-22T01:48:18+00:00,8,2026-03-30,4,88.00,0,accepted,USD,Yes
125266152,3960339,Beach Cove #412,126.00,313.49,126.00,1,No,2026-03-22T01:12:18+00:00,5,2026-03-27,2,63.00,0,accepted,USD,Yes
125266413,3960355,Covewind 1535,466.00,678.94,466.00,4,No,2026-03-22T00:43:14+00:00,11,2026-04-02,3,155.33,0,accepted,USD,Yes
125266921,3960392,Prince Resort 1205,2864.00,3408.18,2864.00,3,No,2026-03-21T20:02:01+00:00,86,2026-06-15,5,572.80,0,accepted,USD,Yes
125266183,3960340,Beach Cove #507,132.00,318.56,132.00,1,No,2026-03-21T16:44:48+00:00,6,2026-03-27,2,66.00,0,accepted,USD,Yes
125267092,3960403,Spinaker #703,917.00,998.79,917.00,2,No,2026-03-21T16:43:59+00:00,21,2026-04-11,7,131.00,0,accepted,USD,Yes
125266157,3960339,Beach Cove #412,611.00,897.93,611.00,1,No,2026-03-21T14:52:23+00:00,16,2026-04-06,5,122.20,0,accepted,USD,Yes
125016986,3960394,Sanabel Towers #303,1406.00,1782.94,1406.00,2,No,2026-03-21T02:39:11+00:00,72,2026-06-01,7,200.86,0,accepted,USD,Yes
125016272,3960352,Covewind 1518,254.00,523.05,254.00,4,No,2026-03-21T01:20:21+00:00,27,2026-04-17,2,127.00,0,accepted,USD,Yes
125017161,3960405,Tilgham #241,250.00,490.10,250.00,3,No,2026-03-20T23:38:38+00:00,7,2026-03-27,3,83.33,0,accepted,USD,Yes
125016190,3960348,Caravelle Resort #125,157.00,310.11,157.00,1,No,2026-03-20T23:34:01+00:00,0,2026-03-20,2,78.50,0,accepted,USD,Yes
125016279,3960352,Covewind 1518,282.00,525.01,282.00,4,No,2026-03-20T23:18:09+00:00,17,2026-04-06,3,94.00,0,accepted,USD,Yes
125016345,3960355,Covewind 1535,304.00,565.30,304.00,4,No,2026-03-20T22:52:26+00:00,18,2026-04-07,2,152.00,0,accepted,USD,Yes
125017062,3960401,Shipwatch Pointe E109,164.00,362.50,164.00,2,No,2026-03-20T22:15:53+00:00,7,2026-03-27,2,82.00,0,accepted,USD,Yes
125016315,3960353,Covewind 1522,312.00,572.06,312.00,4,No,2026-03-20T21:13:33+00:00,28,2026-04-17,2,156.00,0,accepted,USD,Yes
125016023,3960339,Beach Cove #412,0.00,0.00,0.00,1,No,2026-03-20T21:07:12+00:00,8,2026-03-28,4,0.00,0,canceled,USD,Yes
125016488,3960364,Grande Cayman Resort #1253,1366.00,1433.12,1366.00,3,No,2026-03-20T19:41:39+00:00,13,2026-04-02,4,341.50,0,accepted,USD,Yes
125016824,3960390,Ocean villas #G2,548.00,686.98,548.00,2,No,2026-03-20T17:44:02+00:00,69,2026-05-28,3,182.67,0,accepted,USD,Yes
125016282,3960352,Covewind 1518,247.00,517.14,247.00,4,No,2026-03-20T17:28:18+00:00,7,2026-03-27,2,123.50,0,accepted,USD,Yes
124694101,3960323,A Place at the Beach #123,580.00,645.00,580.00,2,No,2026-03-19T22:28:27+00:00,8,2026-03-27,7,82.86,0,canceled,USD,Yes
124701389,3960398,Sand Dunes Resort 2527,200.00,376.02,200.00,1,No,2026-03-19T21:22:39+00:00,1,2026-03-20,2,100.00,0,accepted,USD,Yes
124696216,3960342,Beach House 940S,1237.00,1842.70,1237.00,6,No,2026-03-19T21:15:20+00:00,417,2027-05-10,4,309.25,0,accepted,USD,Yes
124701348,3960394,Sanabel Towers #303,0.00,0.00,0.00,2,No,2026-03-19T20:40:25+00:00,16,2026-04-04,5,0.00,0,canceled,USD,Yes
124699803,3960355,Covewind 1535,1537.00,1607.19,1537.00,4,No,2026-03-19T20:24:31+00:00,104,2026-07-01,4,384.25,0,accepted,USD,Yes
124700593,3960373,Luster Leaf 104,212.00,487.56,212.00,3,No,2026-03-19T20:20:38+00:00,29,2026-04-17,2,106.00,0,accepted,USD,Yes
124574744,3960355,Covewind 1535,461.00,697.97,461.00,4,No,2026-03-19T18:46:04+00:00,6,2026-03-25,4,115.25,0,accepted,USD,Yes
124574201,3960326,A Place at the beach 3L 5001,179.00,375.18,179.00,2,No,2026-03-19T17:23:33+00:00,1,2026-03-20,2,89.50,0,accepted,USD,Yes
124574995,3960379,Madison Drive 4BR Beach House,641.00,888.09,641.00,4,No,2026-03-19T13:10:06+00:00,1,2026-03-20,3,213.67,0,accepted,USD,Yes
124574712,3960353,Covewind 1522,2064.00,2064.00,2064.00,4,No,2026-03-19T00:23:22+00:00,63,2026-05-21,4,516.00,0,accepted,USD,Yes
124441084,3960327,Anderson Ocean Club,954.00,1084.98,954.00,3,No,2026-03-18T23:17:32+00:00,7,2026-03-25,4,238.50,0,accepted,USD,Yes
124441089,3960327,Anderson Ocean Club,3279.00,3279.00,3279.00,3,No,2026-03-18T18:45:47+00:00,146,2026-08-11,5,655.80,0,accepted,USD,Yes
124441386,3960391,Palms Resort #902,3174.00,3174.00,3174.00,3,No,2026-03-18T13:45:26+00:00,119,2026-07-15,5,634.80,0,accepted,USD,Yes
124441178,3960340,Beach Cove #507,230.00,401.37,230.00,1,No,2026-03-18T01:21:11+00:00,5,2026-03-23,4,57.50,0,accepted,USD,Yes
124441295,3960372,Kingston - Arrow Head Court Unit #215,802.00,901.61,802.00,2,No,2026-03-18T01:07:13+00:00,64,2026-05-21,4,200.50,0,accepted,USD,Yes
124441204,3960350,Coconut Grove #204,4426.00,4426.00,4426.00,6,No,2026-03-17T23:24:41+00:00,100,2026-06-25,7,632.29,0,accepted,USD,Yes
124441210,3960352,Covewind 1518,2435.00,2435.00,2435.00,4,No,2026-03-17T21:09:38+00:00,95,2026-06-20,7,347.86,0,accepted,USD,Yes
124441228,3960353,Covewind 1522,527.00,753.74,527.00,4,No,2026-03-17T19:16:02+00:00,24,2026-04-10,2,263.50,0,accepted,USD,Yes
124441232,3960353,Covewind 1522,260.00,528.12,260.00,4,No,2026-03-17T17:15:32+00:00,3,2026-03-20,2,130.00,0,accepted,USD,Yes
124441352,3960384,Myrtle Beach Resort #431B,207.00,381.94,207.00,1,No,2026-03-17T16:21:53+00:00,11,2026-03-28,3,69.00,0,canceled,USD,Yes
124317854,3960355,Covewind 1535,1569.00,1634.23,1569.00,4,No,2026-03-17T12:16:14+00:00,63,2026-05-19,5,313.80,0,accepted,USD,Yes
124317860,3960361,Emerald Pointe #3B,191.00,478.22,191.00,2,No,2026-03-17T02:47:17+00:00,9,2026-03-26,3,63.67,0,accepted,USD,Yes
124317750,4041055,A Place At The Beach II  3-B,586.40,719.43,586.40,2,No,2026-03-16T21:52:35+00:00,16,2026-04-01,6,97.73,0,accepted,USD,Yes
124317837,3960352,Covewind 1518,224.00,497.70,224.00,4,No,2026-03-16T21:32:46+00:00,4,2026-03-20,2,112.00,0,accepted,USD,Yes
124317756,3960327,Anderson Ocean Club,1610.00,1639.30,1610.00,3,No,2026-03-16T21:24:37+00:00,24,2026-04-09,3,536.67,0,accepted,USD,Yes
124317873,3960362,Golf Colony 19G,112.00,301.66,112.00,1,No,2026-03-16T19:59:21+00:00,4,2026-03-20,2,56.00,0,accepted,USD,Yes
124318027,3960403,Spinaker #703,216.00,406.44,216.00,2,No,2026-03-16T18:26:05+00:00,1,2026-03-17,3,72.00,0,accepted,USD,Yes
124317876,3960362,Golf Colony 19G,225.00,397.15,225.00,1,No,2026-03-16T17:22:30+00:00,10,2026-03-26,4,56.25,0,accepted,USD,Yes
124119409,3960384,Myrtle Beach Resort #431B,455.00,591.50,455.00,1,No,2026-03-16T01:28:30+00:00,20,2026-04-05,5,91.00,0,accepted,USD,Yes
124119446,3960398,Sand Dunes Resort 2527,326.00,482.49,326.00,1,No,2026-03-16T00:33:26+00:00,18,2026-04-03,3,108.67,0,accepted,USD,Yes
124119209,3960355,Covewind 1535,328.00,585.58,328.00,4,No,2026-03-15T22:37:12+00:00,5,2026-03-20,3,109.33,0,accepted,USD,Yes
124119213,3960355,Covewind 1535,688.00,889.78,688.00,4,No,2026-03-15T19:28:09+00:00,25,2026-04-09,3,229.33,0,accepted,USD,Yes
124119300,3960361,Emerald Pointe #3B,496.00,643.04,496.00,2,No,2026-03-15T16:46:57+00:00,20,2026-04-04,5,99.20,0,accepted,USD,Yes
124060530,3960392,Prince Resort 1205,683.00,1062.67,683.00,3,No,2026-03-15T01:44:43+00:00,0,2026-03-15,6,113.83,0,accepted,USD,Yes
124060582,3960401,Shipwatch Pointe E109,681.00,799.37,681.00,2,No,2026-03-15T00:46:47+00:00,52,2026-05-06,4,170.25,0,accepted,USD,Yes
124060378,3960352,Covewind 1518,692.00,893.16,692.00,4,No,2026-03-15T00:18:16+00:00,25,2026-04-09,3,230.67,0,accepted,USD,Yes
124060435,3960369,Holiday Pavilion #210,832.00,910.06,832.00,1,No,2026-03-14T23:14:56+00:00,18,2026-04-01,4,208.00,0,accepted,USD,Yes
124060475,3960384,Myrtle Beach Resort #431B,314.00,472.35,314.00,1,No,2026-03-14T22:27:05+00:00,1,2026-03-15,7,44.86,0,accepted,USD,Yes
124060483,3960388,Ocean Reef #518,660.00,781.62,660.00,3,No,2026-03-14T19:48:09+00:00,13,2026-03-27,4,165.00,0,accepted,USD,Yes
124060298,3960334,Barefoot #1635 Havens,235.00,592.59,235.00,3,No,2026-03-14T17:26:37+00:00,2,2026-03-16,5,47.00,0,accepted,USD,Yes
124060275,3960330,Barefoot #1225 Willow Bend,925.00,1090.05,925.00,3,No,2026-03-14T13:30:24+00:00,14,2026-03-28,7,132.14,0,accepted,USD,Yes
124002510,3960350,Coconut Grove #204,456.00,944.42,456.00,6,No,2026-03-14T00:45:56+00:00,0,2026-03-13,3,152.00,0,accepted,USD,Yes
124002429,3960336,Barefoot #731 Willow Bend,636.00,816.27,636.00,3,No,2026-03-14T00:37:36+00:00,13,2026-03-27,6,106.00,0,accepted,USD,Yes
124002661,3960388,Ocean Reef #518,0.00,0.00,0.00,3,No,2026-03-14T00:00:40+00:00,13,2026-03-27,6,0.00,0,canceled,USD,Yes
123998574,4041055,A Place At The Beach II  3-B,0.00,0.00,0.00,2,No,2026-03-13T22:10:43+00:00,24,2026-04-06,5,0.00,0,canceled,USD,Yes
